speaker,season,episode,episode_code,episode_title,line_count,word_count
Cop,2,20,02x20,Euhoria Part 1,12,118
Female Cop,2,20,02x20,Euhoria Part 1,5,27
Wilson,2,20,02x20,Euhoria Part 1,5,32
Babyshoes,2,20,02x20,Euhoria Part 1,4,22
Cuddy,2,20,02x20,Euhoria Part 1,3,51
Foeman,2,20,02x20,Euhoria Part 1,1,7
Guy,2,20,02x20,Euhoria Part 1,1,4
Jose,2,20,02x20,Euhoria Part 1,1,2
House,2,21,02x21,Euhoria Part 2,150,2062
Foreman,2,21,02x21,Euhoria Part 2,87,860
Cameron,2,21,02x21,Euhoria Part 2,75,664
Cuddy,2,21,02x21,Euhoria Part 2,38,438
Rodney,2,21,02x21,Euhoria Part 2,36,259
Chase,2,21,02x21,Euhoria Part 2,23,235
Wilson,2,21,02x21,Euhoria Part 2,21,236
Mother,2,21,02x21,Euhoria Part 2,8,94
Girl,2,21,02x21,Euhoria Part 2,3,8
Offstage Male,2,21,02x21,Euhoria Part 2,1,1
House,2,22,02x22,Forever,134,2280
Foreman,2,22,02x22,Forever,68,647
Cameron,2,22,02x22,Forever,57,486
Chase,2,22,02x22,Forever,37,441
Wilson,2,22,02x22,Forever,28,194
Kara,2,22,02x22,Forever,25,240
Brent,2,22,02x22,Forever,24,230
Cuddy,2,22,02x22,Forever,18,162
Nurse,2,22,02x22,Forever,3,8
Emt,2,22,02x22,Forever,2,23
House,2,23,02x23,Who's Your Daddy,161,2430
Crandall,2,23,02x23,Who's Your Daddy,41,390
Cameron,2,23,02x23,Who's Your Daddy,40,342
Chase,2,23,02x23,Who's Your Daddy,32,311
Cuddy,2,23,02x23,Who's Your Daddy,31,288
Foreman,2,23,02x23,Who's Your Daddy,31,246
Wilson,2,23,02x23,Who's Your Daddy,15,206
Leona,2,23,02x23,Who's Your Daddy,10,62
Patrick,2,23,02x23,Who's Your Daddy,4,60
Son,2,23,02x23,Who's Your Daddy,4,8
Mother,2,23,02x23,Who's Your Daddy,3,36
Jesse Baker,2,23,02x23,Who's Your Daddy,2,22
Cuddy's Voice,2,23,02x23,Who's Your Daddy,1,33
House's Answering Machine,2,23,02x23,Who's Your Daddy,1,31
Ingrid,2,23,02x23,Who's Your Daddy,1,4
Wilson's Voice,2,23,02x23,Who's Your Daddy,1,19
Woman's Voice,2,23,02x23,Who's Your Daddy,1,15
House,2,24,02x24,No Reason,187,2457
Cameron,2,24,02x24,No Reason,49,466
Jack,2,24,02x24,No Reason,43,783
Chase,2,24,02x24,No Reason,34,305
Foreman,2,24,02x24,No Reason,31,367
Cuddy,2,24,02x24,No Reason,28,298
Wilson,2,24,02x24,No Reason,23,361
Woman,2,24,02x24,No Reason,9,102
Vince,2,24,02x24,No Reason,7,27
House,3,1,03x01,Meaning,153,1962
Cameron,3,1,03x01,Meaning,51,508
Wilson,3,1,03x01,Meaning,44,617
Foreman,3,1,03x01,Meaning,42,375
Cuddy,3,1,03x01,Meaning,38,474
Arlene,3,1,03x01,Meaning,34,243
Chase,3,1,03x01,Meaning,28,255
Caren,3,1,03x01,Meaning,10,51
Mark,3,1,03x01,Meaning,9,56
Surgeon,3,1,03x01,Meaning,4,21
House,3,2,03x02,Cane & Able,109,1642
Chase,3,2,03x02,Cane & Able,76,968
Cameron,3,2,03x02,Cane & Able,48,484
Cuddy,3,2,03x02,Cane & Able,38,427
Foreman,3,2,03x02,Cane & Able,38,369
Clancy,3,2,03x02,Cane & Able,32,223
Wilson,3,2,03x02,Cane & Able,23,281
Mom,3,2,03x02,Cane & Able,20,151
Dad,3,2,03x02,Cane & Able,16,107
Richard,3,2,03x02,Cane & Able,7,58
Alien,3,2,03x02,Cane & Able,1,6
Brenda,3,2,03x02,Cane & Able,1,26
House,3,3,03x03,Informed Consent,154,2266
Cameron,3,3,03x03,Informed Consent,76,631
Foreman,3,3,03x03,Informed Consent,43,396
Chase,3,3,03x03,Informed Consent,38,356
Powell,3,3,03x03,Informed Consent,33,346
Ezra,3,3,03x03,Informed Consent,19,151
Wilson,3,3,03x03,Informed Consent,12,134
Cuddy,3,3,03x03,Informed Consent,10,96
Dad,3,3,03x03,Informed Consent,8,38
Ali,3,3,03x03,Informed Consent,7,95
Daughter,3,3,03x03,Informed Consent,4,29
Doctor,3,3,03x03,Informed Consent,1,77
Either,3,3,03x03,Informed Consent,1,7
Nurse,3,3,03x03,Informed Consent,1,18
House,3,4,03x04,Lines In The Sand,159,2462
Foreman,3,4,03x04,Lines In The Sand,52,597
Cuddy,3,4,03x04,Lines In The Sand,50,435
Cameron,3,4,03x04,Lines In The Sand,36,371
Dominic,3,4,03x04,Lines In The Sand,29,212
Wilson,3,4,03x04,Lines In The Sand,29,366
Chase,3,4,03x04,Lines In The Sand,23,261
Ali,3,4,03x04,Lines In The Sand,19,148
Sarah,3,4,03x04,Lines In The Sand,12,52
Brenda,3,4,03x04,Lines In The Sand,1,8
Nurse,3,4,03x04,Lines In The Sand,1,4
Patient 1,3,4,03x04,Lines In The Sand,1,39
Patient 2,3,4,03x04,Lines In The Sand,1,29
Surgeon,3,4,03x04,Lines In The Sand,1,4
House,3,5,03x05,Fools For Love,150,2062
Foreman,3,5,03x05,Fools For Love,112,1220
Jeremy,3,5,03x05,Fools For Love,48,454
Cameron,3,5,03x05,Fools For Love,42,395
Chase,3,5,03x05,Fools For Love,41,417
Tritter,3,5,03x05,Fools For Love,22,299
Wilson,3,5,03x05,Fools For Love,20,251
Tracy,3,5,03x05,Fools For Love,18,190
Cuddy,3,5,03x05,Fools For Love,13,194
Wendy,3,5,03x05,Fools For Love,6,39
Tough Guy1,3,5,03x05,Fools For Love,5,30
Tough Guy2,3,5,03x05,Fools For Love,5,29
Waiter,3,5,03x05,Fools For Love,3,6
Jeremy's Dad,3,5,03x05,Fools For Love,2,10
Toughguy1,3,5,03x05,Fools For Love,1,1
Waitress,3,5,03x05,Fools For Love,1,3
House,3,6,03x06,Que Serà Serà,117,1874
Cameron,3,6,03x06,Que Serà Serà,92,1116
Foreman,3,6,03x06,Que Serà Serà,57,619
George,3,6,03x06,Que Serà Serà,42,623
Wilson,3,6,03x06,Que Serà Serà,27,318
Chase,3,6,03x06,Que Serà Serà,23,275
Tritter,3,6,03x06,Que Serà Serà,21,336
Cuddy,3,6,03x06,Que Serà Serà,12,150
Sophie,3,6,03x06,Que Serà Serà,8,149
Fireman1,3,6,03x06,Que Serà Serà,7,123
Fireman4,3,6,03x06,Que Serà Serà,7,45
Lawyer,3,6,03x06,Que Serà Serà,6,91
Paramedic,3,6,03x06,Que Serà Serà,6,82
Patient,3,6,03x06,Que Serà Serà,6,59
Brenda,3,6,03x06,Que Serà Serà,3,19
Fireman5,3,6,03x06,Que Serà Serà,2,13
Fireman2,3,6,03x06,Que Serà Serà,1,3
Fireman3,3,6,03x06,Que Serà Serà,1,13
Fireman6,3,6,03x06,Que Serà Serà,1,7
Nurse,3,6,03x06,Que Serà Serà,1,1
Vagrant,3,6,03x06,Que Serà Serà,1,14
House,3,7,03x07,Son of Coma Guy,134,1858
Gabe,3,7,03x07,Son of Coma Guy,66,932
Wilson,3,7,03x07,Son of Coma Guy,64,803
Foreman,3,7,03x07,Son of Coma Guy,36,296
Cameron,3,7,03x07,Son of Coma Guy,33,272
Chase,3,7,03x07,Son of Coma Guy,24,211
Kyle,3,7,03x07,Son of Coma Guy,19,262
Tritter,3,7,03x07,Son of Coma Guy,18,248
Cuddy,3,7,03x07,Son of Coma Guy,14,169
Mrs Schaeffer,3,7,03x07,Son of Coma Guy,5,17
House,3,8,03x08,Whack-a-mole,159,1862
Foreman,3,8,03x08,Whack-a-mole,84,859
Cameron,3,8,03x08,Whack-a-mole,54,480
Jack,3,8,03x08,Whack-a-mole,50,500
Chase,3,8,03x08,Whack-a-mole,41,370
Wilson,3,8,03x08,Whack-a-mole,41,419
Cuddy,3,8,03x08,Whack-a-mole,19,178
Kama,3,8,03x08,Whack-a-mole,19,109
Will,3,8,03x08,Whack-a-mole,10,56
Lawyer,3,8,03x08,Whack-a-mole,8,129
Ralphie,3,8,03x08,Whack-a-mole,8,73
Girl,3,8,03x08,Whack-a-mole,6,27
Beth,3,8,03x08,Whack-a-mole,5,56
Nurse,3,8,03x08,Whack-a-mole,3,17
Paramedic 1,3,8,03x08,Whack-a-mole,3,21
Marko,3,8,03x08,Whack-a-mole,2,21
Boy,3,8,03x08,Whack-a-mole,1,3
Elderly Guy,3,8,03x08,Whack-a-mole,1,5
Hurse,3,8,03x08,Whack-a-mole,1,9
Officer,3,8,03x08,Whack-a-mole,1,5
Patient,3,8,03x08,Whack-a-mole,1,26
Ralphie & Jack,3,8,03x08,Whack-a-mole,1,4
House,3,9,03x09,Finding Judas,107,1276
Cuddy,3,9,03x09,Finding Judas,76,858
Chase,3,9,03x09,Finding Judas,59,504
Foreman,3,9,03x09,Finding Judas,48,397
Edie,3,9,03x09,Finding Judas,47,428
Rob,3,9,03x09,Finding Judas,45,379
Cameron,3,9,03x09,Finding Judas,39,402
Tritter,3,9,03x09,Finding Judas,30,502
Wilson,3,9,03x09,Finding Judas,19,193
Judge,3,9,03x09,Finding Judas,15,153
Alice,3,9,03x09,Finding Judas,14,69
Female Donor,3,9,03x09,Finding Judas,2,10
Nurse,3,9,03x09,Finding Judas,2,3
House,3,10,03x10,Merry Little Christmas,132,1889
Wilson,3,10,03x10,Merry Little Christmas,76,704
Cameron,3,10,03x10,Merry Little Christmas,52,492
Cuddy,3,10,03x10,Merry Little Christmas,50,529
Foreman,3,10,03x10,Merry Little Christmas,39,397
Maddy,3,10,03x10,Merry Little Christmas,30,276
Chase,3,10,03x10,Merry Little Christmas,17,188
Doctor,3,10,03x10,Merry Little Christmas,15,131
Abigail,3,10,03x10,Merry Little Christmas,13,88
Tritter,3,10,03x10,Merry Little Christmas,12,250
Little Girl,3,10,03x10,Merry Little Christmas,6,37
Mrs Zebalusky,3,10,03x10,Merry Little Christmas,2,7
Pharmacist,3,10,03x10,Merry Little Christmas,2,9
House,3,11,03x11,Words and Deeds,98,1560
Cameron,3,11,03x11,Words and Deeds,72,888
Foreman,3,11,03x11,Words and Deeds,36,349
Derek,3,11,03x11,Words and Deeds,34,223
Cuddy,3,11,03x11,Words and Deeds,30,413
Chase,3,11,03x11,Words and Deeds,28,274
Amy,3,11,03x11,Words and Deeds,25,211
Wilson,3,11,03x11,Words and Deeds,18,155
Prosecutor,3,11,03x11,Words and Deeds,15,98
Tritter,3,11,03x11,Words and Deeds,15,224
Judge,3,11,03x11,Words and Deeds,12,276
Brock,3,11,03x11,Words and Deeds,7,84
Defence Lawyer,3,11,03x11,Words and Deeds,7,73
Therapist,3,11,03x11,Words and Deeds,3,56
Voldemort,3,11,03x11,Words and Deeds,3,13
Prosecuter,3,11,03x11,Words and Deeds,2,22
Anethesiologist,3,11,03x11,Words and Deeds,1,3
Nurse,3,11,03x11,Words and Deeds,1,6
Prosecution,3,11,03x11,Words and Deeds,1,10
Random Firefighter,3,11,03x11,Words and Deeds,1,12
Woman,3,11,03x11,Words and Deeds,1,35
House,3,12,03x12,"One Day, One Room",233,2315
Eve,3,12,03x12,"One Day, One Room",98,600
Cuddy,3,12,03x12,"One Day, One Room",55,386
Cameron,3,12,03x12,"One Day, One Room",39,343
Homeless Old Guy,3,12,03x12,"One Day, One Room",26,185
Foreman,3,12,03x12,"One Day, One Room",13,159
Wilson,3,12,03x12,"One Day, One Room",13,114
Chase,3,12,03x12,"One Day, One Room",7,73
Sherlock Nose,3,12,03x12,"One Day, One Room",6,70
Dr Stone,3,12,03x12,"One Day, One Room",5,55
Hiccup Guy,3,12,03x12,"One Day, One Room",5,29
Doctor,3,12,03x12,"One Day, One Room",4,30
Runny-nose Guy,3,12,03x12,"One Day, One Room",3,30
Bashful Old Lady,3,12,03x12,"One Day, One Room",2,6
Ear Guy,3,12,03x12,"One Day, One Room",2,5
Fifty-buck Dad,3,12,03x12,"One Day, One Room",2,14
Pulse Dude,3,12,03x12,"One Day, One Room",2,5
Stomach Lady,3,12,03x12,"One Day, One Room",2,10
Tongue Guy,3,12,03x12,"One Day, One Room",2,8
Dad,3,12,03x12,"One Day, One Room",1,3
Fifty-buck Son,3,12,03x12,"One Day, One Room",1,1
Lady,3,12,03x12,"One Day, One Room",1,6
Marko,3,12,03x12,"One Day, One Room",1,4
Nurse,3,12,03x12,"One Day, One Room",1,1
Old Guy,3,12,03x12,"One Day, One Room",1,5
Pharmacist,3,12,03x12,"One Day, One Room",1,5
Foreman,3,13,03x13,Needle In a Haystack,118,1303
House,3,13,03x13,Needle In a Haystack,117,1678
Stevie,3,13,03x13,Needle In a Haystack,63,513
Cameron,3,13,03x13,Needle In a Haystack,37,312
Chase,3,13,03x13,Needle In a Haystack,28,270
Leah,3,13,03x13,Needle In a Haystack,28,233
Cuddy,3,13,03x13,Needle In a Haystack,17,165
Franklin,3,13,03x13,Needle In a Haystack,17,183
Judy,3,13,03x13,Needle In a Haystack,15,107
Wilson,3,13,03x13,Needle In a Haystack,14,147
Whitner,3,13,03x13,Needle In a Haystack,10,91
Dr Simpson,3,13,03x13,Needle In a Haystack,9,100
Mother,3,13,03x13,Needle In a Haystack,9,61
Woman,3,13,03x13,Needle In a Haystack,7,33
Cop,3,13,03x13,Needle In a Haystack,5,44
Man,3,13,03x13,Needle In a Haystack,3,31
Nurse,3,13,03x13,Needle In a Haystack,2,10
Steve,3,13,03x13,Needle In a Haystack,1,3
House,3,14,03x14,Insensitive,140,1794
Hannah,3,14,03x14,Insensitive,67,613
Foreman,3,14,03x14,Insensitive,65,773
Cameron,3,14,03x14,Insensitive,56,595
Chase,3,14,03x14,Insensitive,44,528
Cuddy,3,14,03x14,Insensitive,33,421
Wilson,3,14,03x14,Insensitive,27,395
Cynthia,3,14,03x14,Insensitive,13,103
Don,3,14,03x14,Insensitive,13,199
Wendy,3,14,03x14,Insensitive,10,118
Operator,3,14,03x14,Insensitive,2,7
Surgeon,3,14,03x14,Insensitive,2,9
Bev,3,14,03x14,Insensitive,1,7
Female Surgeon,3,14,03x14,Insensitive,1,1
Nurse,3,14,03x14,Insensitive,1,9
House,3,15,03x15,Half-Wit,180,1931
Foreman,3,15,03x15,Half-Wit,82,637
Chase,3,15,03x15,Half-Wit,46,376
Cameron,3,15,03x15,Half-Wit,45,375
Dr Obyedkov,3,15,03x15,Half-Wit,41,324
Patrick,3,15,03x15,Half-Wit,33,105
Wilson,3,15,03x15,Half-Wit,24,246
Cuddy,3,15,03x15,Half-Wit,22,181
Patient,3,15,03x15,Half-Wit,6,44
Dr Medick,3,15,03x15,Half-Wit,5,34
Nurse,3,15,03x15,Half-Wit,2,11
Voice,3,15,03x15,Half-Wit,1,6
House,3,16,03x16,Top Secret,148,2050
Cameron,3,16,03x16,Top Secret,56,629
Wilson,3,16,03x16,Top Secret,56,639
Chase,3,16,03x16,Top Secret,54,555
Foreman,3,16,03x16,Top Secret,49,583
Cuddy,3,16,03x16,Top Secret,32,375
John,3,16,03x16,Top Secret,29,417
Woman,3,16,03x16,Top Secret,11,97
Nurse,3,16,03x16,Top Secret,4,18
Marine 1,3,16,03x16,Top Secret,3,38
House,3,17,03x17,Fetal Position,141,2293
Cuddy,3,17,03x17,Fetal Position,97,1263
Emma,3,17,03x17,Fetal Position,59,561
Chase,3,17,03x17,Fetal Position,56,649
Cameron,3,17,03x17,Fetal Position,54,611
Foreman,3,17,03x17,Fetal Position,35,364
Wilson,3,17,03x17,Fetal Position,11,87
Tyson,3,17,03x17,Fetal Position,10,66
Surgeon,3,17,03x17,Fetal Position,4,37
Naomi,3,17,03x17,Fetal Position,1,1
Phone,3,17,03x17,Fetal Position,1,16
Tyson Ritter,3,17,03x17,Fetal Position,1,23
House,3,18,03x18,Airborne,151,1612
Cuddy,3,18,03x18,Airborne,82,571
Cameron,3,18,03x18,Airborne,46,340
Robin,3,18,03x18,Airborne,40,175
Wilson,3,18,03x18,Airborne,36,359
Chase,3,18,03x18,Airborne,30,272
Fran,3,18,03x18,Airborne,30,260
Keo,3,18,03x18,Airborne,23,136
Foreman,3,18,03x18,Airborne,17,177
Joy,3,18,03x18,Airborne,14,64
Air Chase,3,18,03x18,Airborne,8,21
Air Cameron,3,18,03x18,Airborne,7,30
Air Foreman,3,18,03x18,Airborne,3,13
Clueless Wife,3,18,03x18,Airborne,2,7
Cue Music,3,18,03x18,Airborne,1,7
Frightened Passenger 1,3,18,03x18,Airborne,1,3
Frightened Passenger 2,3,18,03x18,Airborne,1,1
Noisy Girl,3,18,03x18,Airborne,1,12
Peng,3,18,03x18,Airborne,1,2
House,3,19,03x19,Act Your Age,136,1556
Cameron,3,19,03x19,Act Your Age,82,1012
Chase,3,19,03x19,Act Your Age,59,668
Foreman,3,19,03x19,Act Your Age,54,742
Deran,3,19,03x19,Act Your Age,45,481
Wilson,3,19,03x19,Act Your Age,35,256
Jasper,3,19,03x19,Act Your Age,23,116
Cuddy,3,19,03x19,Act Your Age,17,187
Patient,3,19,03x19,Act Your Age,15,75
Janie,3,19,03x19,Act Your Age,14,87
Lucy,3,19,03x19,Act Your Age,10,41
Security Guard,3,19,03x19,Act Your Age,3,7
Little Girl,3,19,03x19,Act Your Age,1,2
Foreman,3,20,03x20,House Training,101,1304
House,3,20,03x20,House Training,78,1064
Lupe,3,20,03x20,House Training,57,698
Wilson,3,20,03x20,House Training,34,529
Chase,3,20,03x20,House Training,27,419
Cameron,3,20,03x20,House Training,21,219
Bonnie,3,20,03x20,House Training,19,432
Man,3,20,03x20,House Training,13,467
Cuddy,3,20,03x20,House Training,11,144
Mrs Foreman,3,20,03x20,House Training,10,186
Mr Foreman,3,20,03x20,House Training,8,70
Nurse,3,20,03x20,House Training,1,12
Young Man,3,20,03x20,House Training,1,4
House,3,21,03x21,Family,145,1863
Wilson,3,21,03x21,Family,91,895
Foreman,3,21,03x21,Family,59,715
Chase,3,21,03x21,Family,34,372
Cameron,3,21,03x21,Family,32,328
Scott,3,21,03x21,Family,28,242
Matty,3,21,03x21,Family,26,182
Claudia,3,21,03x21,Family,19,130
Nick,3,21,03x21,Family,13,77
Cuddy,3,21,03x21,Family,10,98
Salesman,3,21,03x21,Family,4,22
Foremman,3,21,03x21,Family,1,17
Surgeon,3,21,03x21,Family,1,16
House,3,22,03x22,Resignation,150,2241
Foreman,3,22,03x22,Resignation,55,493
Wilson,3,22,03x22,Resignation,50,678
Chase,3,22,03x22,Resignation,46,505
Cameron,3,22,03x22,Resignation,28,282
Addie,3,22,03x22,Resignation,24,133
Cuddy,3,22,03x22,Resignation,17,105
Honey,3,22,03x22,Resignation,16,93
Jodie,3,22,03x22,Resignation,11,64
Ben,3,22,03x22,Resignation,9,40
Steve,3,22,03x22,Resignation,8,64
Patient,3,22,03x22,Resignation,6,25
Teacher,3,22,03x22,Resignation,3,15
Guy,3,22,03x22,Resignation,2,11
House,3,23,03x23,The Jerk,153,1773
Chase,3,23,03x23,The Jerk,81,775
Nate,3,23,03x23,The Jerk,64,574
Cameron,3,23,03x23,The Jerk,58,541
Foreman,3,23,03x23,The Jerk,58,525
Enid,3,23,03x23,The Jerk,35,245
Cuddy,3,23,03x23,The Jerk,29,247
Wilson,3,23,03x23,The Jerk,13,128
Doug,3,23,03x23,The Jerk,6,56
Proctor,3,23,03x23,The Jerk,4,17
Nurse,3,23,03x23,The Jerk,3,17
Ben,3,23,03x23,The Jerk,2,6
Cue Music,3,23,03x23,The Jerk,1,7
Female Proctor,3,23,03x23,The Jerk,1,7
Nick,3,23,03x23,The Jerk,1,3
House,3,24,03x24,Human Error,145,1779
Foreman,3,24,03x24,Human Error,52,504
Cameron,3,24,03x24,Human Error,51,395
Esteban,3,24,03x24,Human Error,42,390
Chase,3,24,03x24,Human Error,39,475
Wilson,3,24,03x24,Human Error,28,275
Cuddy,3,24,03x24,Human Error,20,156
Marina,3,24,03x24,Human Error,12,135
Surgeon,3,24,03x24,Human Error,8,62
Rescuer3,3,24,03x24,Human Error,4,45
Fisher,3,24,03x24,Human Error,3,26
Nurse,3,24,03x24,Human Error,3,17
Pilot,3,24,03x24,Human Error,3,32
Rescuer2,3,24,03x24,Human Error,2,13
Student3,3,24,03x24,Human Error,2,12
Doctor,3,24,03x24,Human Error,1,14
Rescuer1,3,24,03x24,Human Error,1,4
Student1,3,24,03x24,Human Error,1,2
Student2,3,24,03x24,Human Error,1,2
House,4,1,04x01,Alone,192,2175
Cuddy,4,1,04x01,Alone,83,859
Wilson,4,1,04x01,Alone,61,590
Ben Prosner,4,1,04x01,Alone,54,453
Mrs Bradberry,4,1,04x01,Alone,26,173
Megan Bradberry,4,1,04x01,Alone,16,88
Young Doctor,4,1,04x01,Alone,12,69
Leon The Janitor,4,1,04x01,Alone,7,46
Trevor Kaufman,4,1,04x01,Alone,6,38
Imelda,4,1,04x01,Alone,5,24
Male Nurse,4,1,04x01,Alone,4,19
Sam Lee,4,1,04x01,Alone,4,14
Surgeon,4,1,04x01,Alone,4,41
Trevor's Roommate,4,1,04x01,Alone,3,13
The Guitarnapper,4,1,04x01,Alone,2,13
Doctor,4,1,04x01,Alone,1,9
Doub Mcmurtry,4,1,04x01,Alone,1,4
Liz Masters,4,1,04x01,Alone,1,1
House,4,2,04x02,The Right Stuff,154,2323
Greta,4,2,04x02,The Right Stuff,36,354
Cuddy,4,2,04x02,The Right Stuff,22,226
Wilson,4,2,04x02,The Right Stuff,17,326
Cameron,4,2,04x02,The Right Stuff,11,79
Man,4,2,04x02,The Right Stuff,3,34
Big Eye,4,2,04x02,The Right Stuff,2,17
Chase,4,2,04x02,The Right Stuff,2,34
House,4,3,04x03,97 Seconds,153,1809
Amber,4,3,04x03,97 Seconds,65,608
Thirteen,4,3,04x03,97 Seconds,44,478
Stark,4,3,04x03,97 Seconds,31,352
Wilson,4,3,04x03,97 Seconds,31,390
Cuddy,4,3,04x03,97 Seconds,18,160
Brennan,4,3,04x03,97 Seconds,17,146
Cole,4,3,04x03,97 Seconds,17,134
Foreman,4,3,04x03,97 Seconds,16,197
Jody,4,3,04x03,97 Seconds,16,150
Taub,4,3,04x03,97 Seconds,16,135
Kutner,4,3,04x03,97 Seconds,14,153
Chase,4,3,04x03,97 Seconds,13,150
Schaffer,4,3,04x03,97 Seconds,10,164
Dobson,4,3,04x03,97 Seconds,7,59
Cameron,4,3,04x03,97 Seconds,6,61
Almore,4,3,04x03,97 Seconds,5,88
Handsome Fellow,4,3,04x03,97 Seconds,5,35
Latino Fellow,4,3,04x03,97 Seconds,5,32
Twin 15b,4,3,04x03,97 Seconds,5,56
Female Fellow,4,3,04x03,97 Seconds,4,22
Twin 15a,4,3,04x03,97 Seconds,4,45
House,4,4,04x04,Guardian Angels,144,1666
Irene Walesa,4,4,04x04,Guardian Angels,55,410
Amber,4,4,04x04,Guardian Angels,48,522
Jeffrey Cole,4,4,04x04,Guardian Angels,40,251
Taub,4,4,04x04,Guardian Angels,39,412
Foreman,4,4,04x04,Guardian Angels,26,248
Cameron,4,4,04x04,Guardian Angels,25,208
Henry Dobson,4,4,04x04,Guardian Angels,25,277
Cuddy,4,4,04x04,Guardian Angels,23,306
Kutner,4,4,04x04,Guardian Angels,17,117
Travis Brennan,4,4,04x04,Guardian Angels,16,128
Connie Walesa,4,4,04x04,Guardian Angels,14,119
Chase,4,4,04x04,Guardian Angels,11,57
Dr Pilcher,4,4,04x04,Guardian Angels,9,74
Wilson,4,4,04x04,Guardian Angels,9,56
Dr Brady,4,4,04x04,Guardian Angels,8,116
Martin,4,4,04x04,Guardian Angels,3,6
Old Gentleman,4,4,04x04,Guardian Angels,1,2
House,4,5,04x05,"Mirror, Mirror",164,2322
Foreman,4,5,04x05,"Mirror, Mirror",76,637
Patient,4,5,04x05,"Mirror, Mirror",57,366
Kutner,4,5,04x05,"Mirror, Mirror",40,313
Brennan,4,5,04x05,"Mirror, Mirror",33,348
Amber,4,5,04x05,"Mirror, Mirror",27,178
Taub,4,5,04x05,"Mirror, Mirror",23,187
Wilson,4,5,04x05,"Mirror, Mirror",23,221
Cuddy,4,5,04x05,"Mirror, Mirror",21,211
Cole,4,5,04x05,"Mirror, Mirror",7,70
Guy 1,4,5,04x05,"Mirror, Mirror",7,53
Cameron,4,5,04x05,"Mirror, Mirror",6,73
Chase,4,5,04x05,"Mirror, Mirror",5,20
Guy 2,4,5,04x05,"Mirror, Mirror",3,42
Tony,4,5,04x05,"Mirror, Mirror",3,22
Man,4,5,04x05,"Mirror, Mirror",2,22
Guy 2 Tony,4,5,04x05,"Mirror, Mirror",1,10
House,4,6,04x06,Whatever It Takes,128,1549
Foreman,4,6,04x06,Whatever It Takes,79,891
Samira Terzi,4,6,04x06,Whatever It Takes,43,392
Travis Brennan,4,6,04x06,Whatever It Takes,41,392
Sidney Curtis,4,6,04x06,Whatever It Takes,29,262
Cameron,4,6,04x06,Whatever It Takes,23,224
Casey Alfonso,4,6,04x06,Whatever It Takes,20,196
Amber,4,6,04x06,Whatever It Takes,19,154
Lou Alfonso,4,6,04x06,Whatever It Takes,19,116
Taub,4,6,04x06,Whatever It Takes,19,166
John,4,6,04x06,Whatever It Takes,15,116
Agent Smith,4,6,04x06,Whatever It Takes,14,107
Kutner,4,6,04x06,Whatever It Takes,13,129
Wilson,4,6,04x06,Whatever It Takes,13,143
Cuddy,4,6,04x06,Whatever It Takes,11,115
Announcer's Voice,4,6,04x06,Whatever It Takes,6,69
Chase,4,6,04x06,Whatever It Takes,6,64
Jeffrey Cole,4,6,04x06,Whatever It Takes,6,36
Reporter,4,6,04x06,Whatever It Takes,4,40
House,4,7,04x07,Ugly,194,2080
Taub,4,7,04x07,Ugly,96,859
Wilson,4,7,04x07,Ugly,40,312
Darnell,4,7,04x07,Ugly,34,290
Kenny,4,7,04x07,Ugly,28,322
Cuddy,4,7,04x07,Ugly,24,317
Joe,4,7,04x07,Ugly,23,144
Chase,4,7,04x07,Ugly,22,194
Thirteen,4,7,04x07,Ugly,20,164
Kutner,4,7,04x07,Ugly,18,178
Cole,4,7,04x07,Ugly,11,110
Cameron,4,7,04x07,Ugly,9,129
Foreman,4,7,04x07,Ugly,9,147
Terzi,4,7,04x07,Ugly,9,113
Volakis,4,7,04x07,Ugly,9,85
Ex-partner,4,7,04x07,Ugly,7,76
Male Patient,4,7,04x07,Ugly,5,40
Anesthesiologist,4,7,04x07,Ugly,3,13
Cranio Surgeon,4,7,04x07,Ugly,1,2
Doctor,4,7,04x07,Ugly,1,6
Father,4,7,04x07,Ugly,1,4
Female Patient,4,7,04x07,Ugly,1,6
Jenny,4,7,04x07,Ugly,1,4
Surgeon,4,7,04x07,Ugly,1,25
Taub Gets Up Obediently,4,7,04x07,Ugly,1,3
House,4,8,04x08,You Don't Want to Know,151,2182
Kutner,4,8,04x08,You Don't Want to Know,56,559
Cole,4,8,04x08,You Don't Want to Know,54,363
Finn,4,8,04x08,You Don't Want to Know,49,583
Amber,4,8,04x08,You Don't Want to Know,32,307
Taub,4,8,04x08,You Don't Want to Know,26,291
Foreman,4,8,04x08,You Don't Want to Know,18,182
Wilson,4,8,04x08,You Don't Want to Know,15,202
Cuddy,4,8,04x08,You Don't Want to Know,7,26
Nurse,4,8,04x08,You Don't Want to Know,2,11
Surgeon,4,8,04x08,You Don't Want to Know,2,13
Woman,4,8,04x08,You Don't Want to Know,2,3
Ilana,4,8,04x08,You Don't Want to Know,1,7
House,4,9,04x09,Games,200,2206
Amber,4,9,04x09,Games,47,420
Jimmy Quidd,4,9,04x09,Games,37,303
Kutner,4,9,04x09,Games,35,245
Taub,4,9,04x09,Games,34,378
Wilson,4,9,04x09,Games,34,388
Cuddy,4,9,04x09,Games,30,270
Foreman,4,9,04x09,Games,23,268
Chase,4,9,04x09,Games,12,119
Rex,4,9,04x09,Games,11,70
