speaker,season,episode,episode_code,episode_title,line_count,word_count
Mr Mckenna,4,9,04x09,Games,9,103
Cameron,4,9,04x09,Games,8,85
Luisa Maria,4,9,04x09,Games,3,33
Chris,4,9,04x09,Games,2,14
Fred,4,9,04x09,Games,2,15
Ian,4,9,04x09,Games,2,8
Club Owner,4,9,04x09,Games,1,8
House,4,10,04x10,It's a Wonderful Lie,179,2292
Kutner,4,10,04x10,It's a Wonderful Lie,56,512
Jane,4,10,04x10,It's a Wonderful Lie,54,367
Taub,4,10,04x10,It's a Wonderful Lie,54,599
Thirteen,4,10,04x10,It's a Wonderful Lie,50,521
Maggie,4,10,04x10,It's a Wonderful Lie,46,425
Foreman,4,10,04x10,It's a Wonderful Lie,39,351
Wilson,4,10,04x10,It's a Wonderful Lie,31,293
Melanie,4,10,04x10,It's a Wonderful Lie,16,136
Roger,4,10,04x10,It's a Wonderful Lie,11,95
Chase,4,10,04x10,It's a Wonderful Lie,6,48
Cuddy,4,10,04x10,It's a Wonderful Lie,4,29
Coach,4,10,04x10,It's a Wonderful Lie,1,3
Thirteenforeman,4,10,04x10,It's a Wonderful Lie,1,1
House,4,11,04x11,Frozen,192,2637
Cate,4,11,04x11,Frozen,94,937
Wilson,4,11,04x11,Frozen,57,527
Foreman,4,11,04x11,Frozen,46,493
Sean,4,11,04x11,Frozen,24,175
Kutner,4,11,04x11,Frozen,19,164
Cameron,4,11,04x11,Frozen,15,189
Taub,4,11,04x11,Frozen,14,122
Cuddy,4,11,04x11,Frozen,10,139
Amber,4,11,04x11,Frozen,2,11
House,4,12,04x12,Don't Ever Change,165,1843
Taub,4,12,04x12,Don't Ever Change,55,508
Kutner,4,12,04x12,Don't Ever Change,48,585
Yonatan Arnoff,4,12,04x12,Don't Ever Change,40,316
Wilson,4,12,04x12,Don't Ever Change,37,437
Foreman,4,12,04x12,Don't Ever Change,36,314
Roz Viner,4,12,04x12,Don't Ever Change,34,280
Cuddy,4,12,04x12,Don't Ever Change,18,224
Amber,4,12,04x12,Don't Ever Change,16,159
Chase,4,12,04x12,Don't Ever Change,9,112
Mrs Silver,4,12,04x12,Don't Ever Change,2,22
Jewish Guest,4,12,04x12,Don't Ever Change,1,2
Jewish Lady,4,12,04x12,Don't Ever Change,1,4
House,4,13,04x13,No More Mr. Nice Guy,162,2077
Kutner,4,13,04x13,No More Mr. Nice Guy,69,630
Foreman,4,13,04x13,No More Mr. Nice Guy,49,370
Taub,4,13,04x13,No More Mr. Nice Guy,39,387
Jeff,4,13,04x13,No More Mr. Nice Guy,31,233
Deb,4,13,04x13,No More Mr. Nice Guy,30,260
Wilson,4,13,04x13,No More Mr. Nice Guy,29,310
Amber,4,13,04x13,No More Mr. Nice Guy,27,263
Thirteen,4,13,04x13,No More Mr. Nice Guy,25,234
Cameron,4,13,04x13,No More Mr. Nice Guy,15,155
Cuddy,4,13,04x13,No More Mr. Nice Guy,15,162
Chase,4,13,04x13,No More Mr. Nice Guy,14,190
Delivery Man,4,13,04x13,No More Mr. Nice Guy,5,23
Female Soap Character,4,13,04x13,No More Mr. Nice Guy,3,12
Guy,4,13,04x13,No More Mr. Nice Guy,3,32
Male Soap Character,4,13,04x13,No More Mr. Nice Guy,3,27
House,4,14,04x14,Living the Dream,150,2256
Evan,4,14,04x14,Living the Dream,52,546
Cuddy,4,14,04x14,Living the Dream,47,501
Kutner,4,14,04x14,Living the Dream,35,340
Foreman,4,14,04x14,Living the Dream,34,359
Wilson,4,14,04x14,Living the Dream,33,284
Thirteen,4,14,04x14,Living the Dream,26,281
Taub,4,14,04x14,Living the Dream,21,271
Amber,4,14,04x14,Living the Dream,19,207
Cameron,4,14,04x14,Living the Dream,18,215
Marie,4,14,04x14,Living the Dream,16,195
Conway,4,14,04x14,Living the Dream,9,127
Brock,4,14,04x14,Living the Dream,8,83
Salesman,4,14,04x14,Living the Dream,7,48
Pharmacist,4,14,04x14,Living the Dream,4,42
Anna,4,14,04x14,Living the Dream,3,51
Director,4,14,04x14,Living the Dream,3,11
Chase,4,14,04x14,Living the Dream,2,12
House & Evan,4,14,04x14,Living the Dream,1,5
Technician,4,14,04x14,Living the Dream,1,7
House,4,15,04x15,House's Head,199,2230
Cuddy,4,15,04x15,House's Head,44,391
Wilson,4,15,04x15,House's Head,33,405
Thirteen,4,15,04x15,House's Head,31,273
Bus Driver,4,15,04x15,House's Head,20,188
Mystery Woman,4,15,04x15,House's Head,20,131
Kutner,4,15,04x15,House's Head,19,182
Taub,4,15,04x15,House's Head,18,178
Chase,4,15,04x15,House's Head,15,164
Foreman,4,15,04x15,House's Head,13,167
Dancer,4,15,04x15,House's Head,12,55
Nurse,4,15,04x15,House's Head,11,77
Cameron,4,15,04x15,House's Head,5,51
Amber,4,15,04x15,House's Head,3,17
Wheelchair Guy,4,15,04x15,House's Head,3,17
Emo Guy,4,15,04x15,House's Head,2,9
Ann,4,15,04x15,House's Head,1,12
Bartender,4,15,04x15,House's Head,1,2
Paramedic,4,15,04x15,House's Head,1,21
House,4,16,04x16,Wilson's Heart,136,1292
Wilson,4,16,04x16,Wilson's Heart,71,620
Amber,4,16,04x16,Wilson's Heart,48,291
Foreman,4,16,04x16,Wilson's Heart,31,344
Kutner,4,16,04x16,Wilson's Heart,27,262
Taub,4,16,04x16,Wilson's Heart,26,228
Cuddy,4,16,04x16,Wilson's Heart,17,183
Bartender,4,16,04x16,Wilson's Heart,10,83
Attending Doctor,4,16,04x16,Wilson's Heart,9,102
Chase,4,16,04x16,Wilson's Heart,9,50
Cue Music,4,16,04x16,Wilson's Heart,4,19
House,5,1,05x01,Dying Changes Everything,102,1518
Thirteen,5,1,05x01,Dying Changes Everything,85,948
Lou,5,1,05x01,Dying Changes Everything,48,531
Cuddy,5,1,05x01,Dying Changes Everything,40,585
Wilson,5,1,05x01,Dying Changes Everything,40,509
Taub,5,1,05x01,Dying Changes Everything,38,445
Foreman,5,1,05x01,Dying Changes Everything,35,335
Kutner,5,1,05x01,Dying Changes Everything,25,256
Cameron,5,1,05x01,Dying Changes Everything,17,194
Chase,5,1,05x01,Dying Changes Everything,11,134
Patty,5,1,05x01,Dying Changes Everything,10,179
Patient,5,1,05x01,Dying Changes Everything,3,15
Ceo,5,1,05x01,Dying Changes Everything,2,26
Female Doctor,5,1,05x01,Dying Changes Everything,1,5
Flunky,5,1,05x01,Dying Changes Everything,1,4
House,5,2,05x02,Not Cancer,179,2360
Lucas,5,2,05x02,Not Cancer,60,815
Foreman,5,2,05x02,Not Cancer,46,446
Taub,5,2,05x02,Not Cancer,32,270
Apple,5,2,05x02,Not Cancer,31,278
Kutner,5,2,05x02,Not Cancer,31,331
Thirteen,5,2,05x02,Not Cancer,21,263
Frank's Wife,5,2,05x02,Not Cancer,11,70
O'shea,5,2,05x02,Not Cancer,9,54
Cuddy,5,2,05x02,Not Cancer,8,72
Wilson,5,2,05x02,Not Cancer,7,69
Chase,5,2,05x02,Not Cancer,5,17
Target,5,2,05x02,Not Cancer,4,13
Man,5,2,05x02,Not Cancer,2,18
Nurse,5,2,05x02,Not Cancer,2,16
Surgeon,5,2,05x02,Not Cancer,2,9
Child's Voice,5,2,05x02,Not Cancer,1,5
Forman,5,2,05x02,Not Cancer,1,7
House & Lucas,5,2,05x02,Not Cancer,1,1
Male Nurse,5,2,05x02,Not Cancer,1,3
Mom,5,2,05x02,Not Cancer,1,6
House,5,3,05x03,Adverse Events,131,1882
Taub,5,3,05x03,Adverse Events,90,1158
Lucas,5,3,05x03,Adverse Events,55,865
Thirteen,5,3,05x03,Adverse Events,43,360
Brandon,5,3,05x03,Adverse Events,37,357
Kutner,5,3,05x03,Adverse Events,28,293
Cuddy,5,3,05x03,Adverse Events,26,209
Foreman,5,3,05x03,Adverse Events,25,302
Heather,5,3,05x03,Adverse Events,9,64
Anthony,5,3,05x03,Adverse Events,8,57
Rachel,5,3,05x03,Adverse Events,8,101
Susan,5,3,05x03,Adverse Events,6,42
Chase,5,3,05x03,Adverse Events,3,22
Nurse,5,3,05x03,Adverse Events,3,21
Lucase,5,3,05x03,Adverse Events,1,6
Man,5,3,05x03,Adverse Events,1,2
House,5,4,05x04,Birthmarks,137,2078
Wilson,5,4,05x04,Birthmarks,77,1072
Kutner,5,4,05x04,Birthmarks,39,441
Foreman,5,4,05x04,Birthmarks,34,331
Nicole,5,4,05x04,Birthmarks,20,252
Taub,5,4,05x04,Birthmarks,19,215
Costello,5,4,05x04,Birthmarks,17,154
Thirteen,5,4,05x04,Birthmarks,13,125
Chase,5,4,05x04,Birthmarks,10,128
Fang Dong Wen,5,4,05x04,Birthmarks,10,107
Cuddy,5,4,05x04,Birthmarks,7,98
Bob,5,4,05x04,Birthmarks,6,79
Cameron,5,4,05x04,Birthmarks,5,68
Janice,5,4,05x04,Birthmarks,5,64
Blythe,5,4,05x04,Birthmarks,4,109
Minister & Mourners,5,4,05x04,Birthmarks,1,9
House,5,5,05x05,Lucky Thirteen,137,1950
Thirteen,5,5,05x05,Lucky Thirteen,103,1129
Foreman,5,5,05x05,Lucky Thirteen,42,491
Spencer,5,5,05x05,Lucky Thirteen,37,333
Lucas,5,5,05x05,Lucky Thirteen,19,216
Wilson,5,5,05x05,Lucky Thirteen,19,314
Taub,5,5,05x05,Lucky Thirteen,15,146
Cameron,5,5,05x05,Lucky Thirteen,11,112
Cuddy,5,5,05x05,Lucky Thirteen,11,83
Chase,5,5,05x05,Lucky Thirteen,10,101
Kutner,5,5,05x05,Lucky Thirteen,7,79
Emt,5,5,05x05,Lucky Thirteen,1,5
House & Foreman Together,5,5,05x05,Lucky Thirteen,1,2
House,5,6,05x06,Joy,118,1521
Cuddy,5,6,05x06,Joy,92,862
Thirteen,5,6,05x06,Joy,65,639
Taub,5,6,05x06,Joy,59,487
Becca,5,6,05x06,Joy,40,401
Jerry,5,6,05x06,Joy,28,166
Kutner,5,6,05x06,Joy,24,195
Foreman,5,6,05x06,Joy,20,186
Samantha,5,6,05x06,Joy,19,104
Wilson,5,6,05x06,Joy,11,176
Cameron,5,6,05x06,Joy,9,106
Chase,5,6,05x06,Joy,6,43
Sadie,5,6,05x06,Joy,5,39
House,5,8,05x08,Emancipation,100,1366
Foreman,5,8,05x08,Emancipation,84,815
Thirteen,5,8,05x08,Emancipation,59,609
Kutner,5,8,05x08,Emancipation,53,657
Sophia,5,8,05x08,Emancipation,53,551
Taub,5,8,05x08,Emancipation,31,368
Wilson,5,8,05x08,Emancipation,28,163
Chase,5,8,05x08,Emancipation,21,162
Evan,5,8,05x08,Emancipation,12,90
Melinda,5,8,05x08,Emancipation,12,78
Cameron,5,8,05x08,Emancipation,11,126
Cuddy,5,8,05x08,Emancipation,6,65
Doug,5,8,05x08,Emancipation,6,29
Maria,5,8,05x08,Emancipation,5,32
Girl,5,8,05x08,Emancipation,4,15
Valez,5,8,05x08,Emancipation,3,16
Jonah,5,8,05x08,Emancipation,1,2
Nurse,5,8,05x08,Emancipation,1,8
House,5,9,05x09,Last Resort,140,2029
Jason,5,9,05x09,Last Resort,95,825
Thirteen,5,9,05x09,Last Resort,38,305
Bowman,5,9,05x09,Last Resort,19,169
Cuddy,5,9,05x09,Last Resort,18,152
Regina,5,9,05x09,Last Resort,12,85
Cameron,5,9,05x09,Last Resort,10,111
Foreman,5,9,05x09,Last Resort,9,116
Kutner,5,9,05x09,Last Resort,9,122
Oliver,5,9,05x09,Last Resort,6,34
Bill,5,9,05x09,Last Resort,5,40
Taub,5,9,05x09,Last Resort,5,41
Wilson,5,9,05x09,Last Resort,5,38
Larry,5,9,05x09,Last Resort,4,63
Mitch,5,9,05x09,Last Resort,4,23
Sandra,5,9,05x09,Last Resort,3,10
Chase,5,9,05x09,Last Resort,2,43
Nikki,5,9,05x09,Last Resort,2,11
Cop,5,9,05x09,Last Resort,1,5
Sandra's Husband,5,9,05x09,Last Resort,1,22
House,5,10,05x10,Let Them Eat Cake,105,1611
Taub,5,10,05x10,Let Them Eat Cake,94,995
Kutner,5,10,05x10,Let Them Eat Cake,71,669
Emmy,5,10,05x10,Let Them Eat Cake,46,568
Cuddy,5,10,05x10,Let Them Eat Cake,34,466
Thirteen,5,10,05x10,Let Them Eat Cake,21,340
Foreman,5,10,05x10,Let Them Eat Cake,15,242
Deedee,5,10,05x10,Let Them Eat Cake,14,134
Wilson,5,10,05x10,Let Them Eat Cake,13,151
Irv,5,10,05x10,Let Them Eat Cake,12,79
Cameron,5,10,05x10,Let Them Eat Cake,7,62
Chase,5,10,05x10,Let Them Eat Cake,5,55
Director,5,10,05x10,Let Them Eat Cake,4,19
Mr Hadley,5,10,05x10,Let Them Eat Cake,2,17
Cudddy,5,10,05x10,Let Them Eat Cake,1,15
Nurse,5,10,05x10,Let Them Eat Cake,1,15
Other Visitors,5,10,05x10,Let Them Eat Cake,1,2
House,5,11,05x11,Joy to the World,81,1243
Cuddy,5,11,05x11,Joy to the World,61,903
Kutner,5,11,05x11,Joy to the World,44,419
Taub,5,11,05x11,Joy to the World,36,465
Thirteen,5,11,05x11,Joy to the World,34,276
Natalie,5,11,05x11,Joy to the World,28,321
Foreman,5,11,05x11,Joy to the World,23,284
Wilson,5,11,05x11,Joy to the World,19,372
Whitney,5,11,05x11,Joy to the World,16,123
Sarah,5,11,05x11,Joy to the World,11,94
Mrs Soellner,5,11,05x11,Joy to the World,8,80
Simon,5,11,05x11,Joy to the World,8,102
Janice,5,11,05x11,Joy to the World,7,72
Anna,5,11,05x11,Joy to the World,6,40
Chase,5,11,05x11,Joy to the World,6,53
Geoff,5,11,05x11,Joy to the World,6,46
Mr Soellner,5,11,05x11,Joy to the World,6,44
Schmidt,5,11,05x11,Joy to the World,6,89
Michael,5,11,05x11,Joy to the World,4,17
Woman,5,11,05x11,Joy to the World,3,12
Cameron,5,11,05x11,Joy to the World,2,10
Jonathan,5,11,05x11,Joy to the World,2,6
Announcer,5,11,05x11,Joy to the World,1,7
Chorus,5,11,05x11,Joy to the World,1,35
Ensemble,5,11,05x11,Joy to the World,1,27
Rachelle,5,11,05x11,Joy to the World,1,24
House,5,12,05x12,Painless,95,1375
Taub,5,12,05x12,Painless,47,632
Foreman,5,12,05x12,Painless,39,492
Thirteen,5,12,05x12,Painless,39,429
Cuddy,5,12,05x12,Painless,37,471
Kutner,5,12,05x12,Painless,36,420
Jeff,5,12,05x12,Painless,29,260
Lynne,5,12,05x12,Painless,26,333
Zach,5,12,05x12,Painless,16,126
Cameron,5,12,05x12,Painless,9,138
Wilson,5,12,05x12,Painless,9,122
Carlton,5,12,05x12,Painless,6,89
Fernando,5,12,05x12,Painless,6,73
Plumber,5,12,05x12,Painless,6,78
Janice,5,12,05x12,Painless,3,61
Rita,5,12,05x12,Painless,3,32
Carrick,5,12,05x12,Painless,2,30
Chase,5,12,05x12,Painless,2,24
Nurse,5,12,05x12,Painless,1,20
House,5,13,05x13,Big Baby,126,2139
Kutner,5,13,05x13,Big Baby,56,579
Cameron,5,13,05x13,Big Baby,52,528
Cuddy,5,13,05x13,Big Baby,41,532
Thirteen,5,13,05x13,Big Baby,36,367
Foreman,5,13,05x13,Big Baby,34,310
Sarah,5,13,05x13,Big Baby,32,415
Taub,5,13,05x13,Big Baby,22,162
Wilson,5,13,05x13,Big Baby,14,219
Chase,5,13,05x13,Big Baby,7,90
Johnny,5,13,05x13,Big Baby,6,26
Jessica,5,13,05x13,Big Baby,2,11
Fletch,5,13,05x13,Big Baby,1,5
Forbes,5,13,05x13,Big Baby,1,16
Forman,5,13,05x13,Big Baby,1,6
Pan Am Clerk,5,13,05x13,Big Baby,1,9
Tammy,5,13,05x13,Big Baby,1,41
House,5,14,05x14,The Greater Good,88,1524
Foreman,5,14,05x14,The Greater Good,56,531
Taub,5,14,05x14,The Greater Good,53,657
Thirteen,5,14,05x14,The Greater Good,47,501
Dana,5,14,05x14,The Greater Good,36,460
Kutner,5,14,05x14,The Greater Good,30,365
Wilson,5,14,05x14,The Greater Good,26,356
Cuddy,5,14,05x14,The Greater Good,20,356
Chef Anthony,5,14,05x14,The Greater Good,8,116
Rachel,5,14,05x14,The Greater Good,7,95
House,5,15,05x15,Unfaithful,124,1660
Daniel,5,15,05x15,Unfaithful,67,720
Taub,5,15,05x15,Unfaithful,64,607
Thirteen,5,15,05x15,Unfaithful,51,426
Kutner,5,15,05x15,Unfaithful,50,507
Foreman,5,15,05x15,Unfaithful,39,392
Cuddy,5,15,05x15,Unfaithful,23,289
Wilson,5,15,05x15,Unfaithful,23,314
Cameron,5,15,05x15,Unfaithful,13,133
Ryan,5,15,05x15,Unfaithful,12,47
Chase,5,15,05x15,Unfaithful,4,37
Daryl,5,15,05x15,Unfaithful,3,35
Eileen,5,15,05x15,Unfaithful,2,10
Christ,5,15,05x15,Unfaithful,1,5
House,5,16,05x16,The Softer Side,91,1038
Thirteen,5,16,05x16,The Softer Side,84,853
Wilson,5,16,05x16,The Softer Side,51,457
Foreman,5,16,05x16,The Softer Side,49,555
Cuddy,5,16,05x16,The Softer Side,47,514
Melanie,5,16,05x16,The Softer Side,33,361
Jackson,5,16,05x16,The Softer Side,29,286
Taub,5,16,05x16,The Softer Side,26,275
Kutner,5,16,05x16,The Softer Side,25,306
Joseph,5,16,05x16,The Softer Side,19,139
Doctor,5,16,05x16,The Softer Side,4,42
Ian,5,16,05x16,The Softer Side,3,26
Melanie & Joseph,5,16,05x16,The Softer Side,1,1
Nurse Helen,5,16,05x16,The Softer Side,1,9
Woman,5,16,05x16,The Softer Side,1,11
House,5,17,05x17,The Social Contract,111,1687
Nick,5,17,05x17,The Social Contract,68,1135
Taub,5,17,05x17,The Social Contract,52,502
Wilson,5,17,05x17,The Social Contract,52,819
Kutner,5,17,05x17,The Social Contract,39,468
Foreman,5,17,05x17,The Social Contract,36,394
Audrey,5,17,05x17,The Social Contract,33,286
Thirteen,5,17,05x17,The Social Contract,23,237
Cuddy,5,17,05x17,The Social Contract,7,40
Chase,5,17,05x17,The Social Contract,6,69
Tim,5,17,05x17,The Social Contract,6,98
Elaine,5,17,05x17,The Social Contract,5,91
Marika,5,17,05x17,The Social Contract,3,40
Cafeteria Worker,5,17,05x17,The Social Contract,1,5
Kunter,5,17,05x17,The Social Contract,1,18
House,5,18,05x18,Here Kitty,141,2024
Taub,5,18,05x18,Here Kitty,64,668
Kutner,5,18,05x18,Here Kitty,43,428
Morgan,5,18,05x18,Here Kitty,37,466
Foreman,5,18,05x18,Here Kitty,24,282
Thirteen,5,18,05x18,Here Kitty,23,205
Neil,5,18,05x18,Here Kitty,21,280
Cuddy,5,18,05x18,Here Kitty,16,162
Wilson,5,18,05x18,Here Kitty,16,276
Chase,5,18,05x18,Here Kitty,9,131
Secretary,5,18,05x18,Here Kitty,6,64
Tv Announcer,5,18,05x18,Here Kitty,2,26
Billy,5,18,05x18,Here Kitty,1,9
Lee,5,19,05x19,Locked In,139,1061
House,5,19,05x19,Locked In,127,1838
Kutner,5,19,05x19,Locked In,33,451
Taub,5,19,05x19,Locked In,30,409
Foreman,5,19,05x19,Locked In,28,248
Kurtz,5,19,05x19,Locked In,25,249
Molly,5,19,05x19,Locked In,25,169
Thirteen,5,19,05x19,Locked In,25,258
Wilson,5,19,05x19,Locked In,25,352
Chase,5,19,05x19,Locked In,8,122
Cameron,5,19,05x19,Locked In,7,102
Drake,5,19,05x19,Locked In,5,19
Jolie,5,19,05x19,Locked In,3,10
Cuddy,5,19,05x19,Locked In,2,20
Note,5,19,05x19,Locked In,1,30
House,5,20,05x20,Simple Explanation,111,1916
Taub,5,20,05x20,Simple Explanation,60,747
Thirteen,5,20,05x20,Simple Explanation,42,384
Eddie,5,20,05x20,Simple Explanation,30,294
Foreman,5,20,05x20,Simple Explanation,25,264
Charlotte,5,20,05x20,Simple Explanation,23,217
Cuddy,5,20,05x20,Simple Explanation,20,251
Cameron,5,20,05x20,Simple Explanation,14,205
Wilson,5,20,05x20,Simple Explanation,12,202
Julia Kutner,5,20,05x20,Simple Explanation,5,103
Chase,5,20,05x20,Simple Explanation,4,61
Daughter,5,20,05x20,Simple Explanation,2,6
Mother,5,20,05x20,Simple Explanation,2,34
Nurse,5,20,05x20,Simple Explanation,1,11
Richard Kutner,5,20,05x20,Simple Explanation,1,10
House,5,21,05x21,Saviors,108,1843
Cameron,5,21,05x21,Saviors,73,877
Foreman,5,21,05x21,Saviors,37,468
Chase,5,21,05x21,Saviors,30,380
Doug,5,21,05x21,Saviors,29,369
Taub,5,21,05x21,Saviors,28,338
Wilson,5,21,05x21,Saviors,28,529
Franni,5,21,05x21,Saviors,23,187
Thirteen,5,21,05x21,Saviors,21,256
Cuddy,5,21,05x21,Saviors,11,115
Husband,5,21,05x21,Saviors,7,48
Policeman 2,5,21,05x21,Saviors,4,40
Susan,5,21,05x21,Saviors,3,25
Amber,5,21,05x21,Saviors,2,14
Man In Crowd,5,21,05x21,Saviors,2,17
Second Man,5,21,05x21,Saviors,2,18
Wife,5,21,05x21,Saviors,2,2
Policeman,5,21,05x21,Saviors,1,4
House,5,22,05x22,House Divided,134,1653
Amber,5,22,05x22,House Divided,71,657
Foreman,5,22,05x22,House Divided,51,535
Thirteen,5,22,05x22,House Divided,32,325
Taub,5,22,05x22,House Divided,23,250
Wilson,5,22,05x22,House Divided,23,212
Ellie,5,22,05x22,House Divided,22,200
Chase,5,22,05x22,House Divided,21,161
Seth,5,22,05x22,House Divided,18,90
Cuddy,5,22,05x22,House Divided,17,169
Cameron,5,22,05x22,House Divided,8,89
Laura,5,22,05x22,House Divided,8,71
Karamel,5,22,05x22,House Divided,6,17
House & Amber,5,22,05x22,House Divided,2,5
Male Officer,5,22,05x22,House Divided,2,35
Female Officer,5,22,05x22,House Divided,1,7
Referee,5,22,05x22,House Divided,1,3
House,5,23,05x23,Under My Skin,151,1398
Wilson,5,23,05x23,Under My Skin,62,450
Foreman,5,23,05x23,Under My Skin,51,575
Amber,5,23,05x23,Under My Skin,41,512
Chase,5,23,05x23,Under My Skin,41,395
Cuddy,5,23,05x23,Under My Skin,31,298
Taub,5,23,05x23,Under My Skin,30,275
Thirteen,5,23,05x23,Under My Skin,21,165
Penelope,5,23,05x23,Under My Skin,13,51
Jeremy,5,23,05x23,Under My Skin,11,58
Cameron,5,23,05x23,Under My Skin,10,89
Choreographer,5,23,05x23,Under My Skin,5,26
Female Staff Member,5,23,05x23,Under My Skin,2,12
Molly,5,23,05x23,Under My Skin,2,9
Pietramala,5,23,05x23,Under My Skin,2,21
Male Staff Member,5,23,05x23,Under My Skin,1,2
Manager,5,23,05x23,Under My Skin,1,5
Maury,5,23,05x23,Under My Skin,1,5
Nurse,5,23,05x23,Under My Skin,1,1
Woman,5,23,05x23,Under My Skin,1,4
House,5,24,05x24,Both Sides Now,110,1572
Wilson,5,24,05x24,Both Sides Now,44,628
Taub,5,24,05x24,Both Sides Now,41,478
Scott,5,24,05x24,Both Sides Now,36,501
Cuddy,5,24,05x24,Both Sides Now,29,338
Thirteen,5,24,05x24,Both Sides Now,26,325
Foreman,5,24,05x24,Both Sides Now,25,240
Eugene,5,24,05x24,Both Sides Now,18,299
Cameron,5,24,05x24,Both Sides Now,17,256
Chase,5,24,05x24,Both Sides Now,13,167
Annie,5,24,05x24,Both Sides Now,10,175
Stripper,5,24,05x24,Both Sides Now,3,18
Warren,5,24,05x24,Both Sides Now,3,59
Amber,5,24,05x24,Both Sides Now,1,17
Kutner,5,24,05x24,Both Sides Now,1,6
Man A,5,24,05x24,Both Sides Now,1,14
Paula,5,24,05x24,Both Sides Now,1,5
House,6,1,06x01,Broken (part 1),116,1369
Nolan,6,1,06x01,Broken (part 1),59,1025
Alvie,6,1,06x01,Broken (part 1),27,214
Lydia,6,1,06x01,Broken (part 1),25,355
Beasley,6,1,06x01,Broken (part 1),23,216
Woman,6,1,06x01,Broken (part 1),9,39
Garney,6,1,06x01,Broken (part 1),4,21
Richter,6,1,06x01,Broken (part 1),4,29
Diane,6,1,06x01,Broken (part 1),3,26
Everyone,6,1,06x01,Broken (part 1),2,9
Medina,6,1,06x01,Broken (part 1),2,19
Safer,6,1,06x01,Broken (part 1),2,10
Annie,6,1,06x01,Broken (part 1),1,2
Ben,6,1,06x01,Broken (part 1),1,4
Freedom Master,6,1,06x01,Broken (part 1),1,2
Orderly,6,1,06x01,Broken (part 1),1,2
Trio,6,1,06x01,Broken (part 1),1,13
House,6,2,06x02,Broken (Part 2),162,2099
Alvie,6,2,06x02,Broken (Part 2),67,1054
Beasley,6,2,06x02,Broken (Part 2),32,377
Medina,6,2,06x02,Broken (Part 2),31,304
Nolan,6,2,06x02,Broken (Part 2),24,421
Freedom Master,6,2,06x02,Broken (Part 2),23,220
Lydia,6,2,06x02,Broken (Part 2),16,171
Hal,6,2,06x02,Broken (Part 2),7,65
Richter,6,2,06x02,Broken (Part 2),7,46
Wilson,6,2,06x02,Broken (Part 2),7,97
Jay-bird,6,2,06x02,Broken (Part 2),6,12
Safer,6,2,06x02,Broken (Part 2),6,32
Diane,6,2,06x02,Broken (Part 2),4,13
Orderly,6,2,06x02,Broken (Part 2),3,11
Susan,6,2,06x02,Broken (Part 2),2,24
Valdez,6,2,06x02,Broken (Part 2),2,14
Everyone,6,2,06x02,Broken (Part 2),1,5
Foreman,6,3,06x03,Epic Fail,104,1188
Thirteen,6,3,06x03,Epic Fail,81,962
House,6,3,06x03,Epic Fail,65,1025
Vince,6,3,06x03,Epic Fail,48,610
Taub,6,3,06x03,Epic Fail,32,382
Wilson,6,3,06x03,Epic Fail,25,214
Cuddy,6,3,06x03,Epic Fail,23,173
Nolan,6,3,06x03,Epic Fail,12,150
Lee,6,3,06x03,Epic Fail,7,58
Roy,6,3,06x03,Epic Fail,7,45
Cameron,6,3,06x03,Epic Fail,5,74
Cecile,6,3,06x03,Epic Fail,4,29
Chase,6,3,06x03,Epic Fail,4,38
Dr Paulson,6,3,06x03,Epic Fail,4,52
Camreon,6,3,06x03,Epic Fail,1,15
Chaes,6,3,06x03,Epic Fail,1,16
Cooking Teacher,6,3,06x03,Epic Fail,1,16
Dr Felker,6,3,06x03,Epic Fail,1,13
Drnolan,6,3,06x03,Epic Fail,1,37
Chase,6,4,06x04,The Tyrant,73,622
House,6,4,06x04,The Tyrant,73,1094
Foreman,6,4,06x04,The Tyrant,72,837
Cameron,6,4,06x04,The Tyrant,43,436
Dibala,6,4,06x04,The Tyrant,29,515
Wilson,6,4,06x04,The Tyrant,29,384
Thirteen,6,4,06x04,The Tyrant,12,140
Joseph,6,4,06x04,The Tyrant,10,91
Murphy,6,4,06x04,The Tyrant,10,147
Cuddy,6,4,06x04,The Tyrant,7,135
Ruwe,6,4,06x04,The Tyrant,6,159
Ama,6,4,06x04,The Tyrant,4,17
Bass,6,4,06x04,The Tyrant,2,8
Tv,6,4,06x04,The Tyrant,2,28
Houes,6,4,06x04,The Tyrant,1,5
House & Wilson,6,4,06x04,The Tyrant,1,1
Process Server,6,4,06x04,The Tyrant,1,25
House,6,5,06x05,Instant Karma,86,1084
Foreman,6,5,06x05,Instant Karma,81,905
Chase,6,5,06x05,Instant Karma,62,714
Roy,6,5,06x05,Instant Karma,55,508
Cameron,6,5,06x05,Instant Karma,51,558
Cuddy,6,5,06x05,Instant Karma,31,287
Thirteen,6,5,06x05,Instant Karma,28,328
Wilson,6,5,06x05,Instant Karma,23,246
Ken,6,5,06x05,Instant Karma,10,132
Jack,6,5,06x05,Instant Karma,8,49
Cab Driver,6,5,06x05,Instant Karma,6,63
Oliver,6,5,06x05,Instant Karma,4,62
Nurse,6,5,06x05,Instant Karma,3,19
Doctor,6,5,06x05,Instant Karma,2,31
Business Man,6,5,06x05,Instant Karma,1,12
Formean,6,5,06x05,Instant Karma,1,20
Lady,6,5,06x05,Instant Karma,1,4
House,6,6,06x06,Brave Heart,110,1563
